"","DivisionNm","CountNum","Surname","GivenNm","PartyAb","PartyNm","CalculationType","Votes"
"292","Barton",1,"POLLARD","Phillip Andrew","ON","Pauline Hanson's One Nation","Transfer Count",404
"293","Barton",1,"SHRESTHA","Pramej","LP","Liberal Party of Australia, NSW Division","Preference Count",30809
"294","Barton",1,"SHRESTHA","Pramej","LP","Liberal Party of Australia, NSW Division","Transfer Count",700
"295","Barton",1,"SUSILO","Sonny","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",2336
"296","Barton",1,"SUSILO","Sonny","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",233
"297","Barton",2,"BURNEY","Linda Jean","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",45024
"298","Barton",2,"BURNEY","Linda Jean","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",327
"299","Barton",2,"LIU","Ben Tung","UAPP","United Australia Party","Preference Count",0
"300","Barton",2,"LIU","Ben Tung","UAPP","United Australia Party","Transfer Count",0
"301","Barton",2,"PARISSIS","Connor","GRN","The Greens NSW","Preference Count",8680
"302","Barton",2,"PARISSIS","Connor","GRN","The Greens NSW","Transfer Count",307
"303","Barton",2,"POLLARD","Phillip Andrew","ON","Pauline Hanson's One Nation","Preference Count",4137
"304","Barton",2,"POLLARD","Phillip Andrew","ON","Pauline Hanson's One Nation","Transfer Count",445
"305","Barton",2,"SHRESTHA","Pramej","LP","Liberal Party of Australia, NSW Division","Preference Count",32066
"306","Barton",2,"SHRESTHA","Pramej","LP","Liberal Party of Australia, NSW Division","Transfer Count",1257
"307","Barton",2,"SUSILO","Sonny","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"308","Barton",2,"SUSILO","Sonny","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",-2336
"309","Barton",3,"BURNEY","Linda Jean","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",45991
"310","Barton",3,"BURNEY","Linda Jean","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",967
"311","Barton",3,"LIU","Ben Tung","UAPP","United Australia Party","Preference Count",0
"312","Barton",3,"LIU","Ben Tung","UAPP","United Australia Party","Transfer Count",0
"313","Barton",3,"PARISSIS","Connor","GRN","The Greens NSW","Preference Count",9557
"314","Barton",3,"PARISSIS","Connor","GRN","The Greens NSW","Transfer Count",877
"315","Barton",3,"POLLARD","Phillip Andrew","ON","Pauline Hanson's One Nation","Preference Count",0
"316","Barton",3,"POLLARD","Phillip Andrew","ON","Pauline Hanson's One Nation","Transfer Count",-4137
"317","Barton",3,"SHRESTHA","Pramej","LP","Liberal Party of Australia, NSW Division","Preference Count",34359
"318","Barton",3,"SHRESTHA","Pramej","LP","Liberal Party of Australia, NSW Division","Transfer Count",2293
"319","Barton",3,"SUSILO","Sonny","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"320","Barton",3,"SUSILO","Sonny","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"321","Barton",4,"BURNEY","Linda Jean","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",53418
"322","Barton",4,"BURNEY","Linda Jean","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",7427
"323","Barton",4,"LIU","Ben Tung","UAPP","United Australia Party","Preference Count",0
"324","Barton",4,"LIU","Ben Tung","UAPP","United Australia Party","Transfer Count",0
"325","Barton",4,"PARISSIS","Connor","GRN","The Greens NSW","Preference Count",0
"326","Barton",4,"PARISSIS","Connor","GRN","The Greens NSW","Transfer Count",-9557
"327","Barton",4,"POLLARD","Phillip Andrew","ON","Pauline Hanson's One Nation","Preference Count",0
"328","Barton",4,"POLLARD","Phillip Andrew","ON","Pauline Hanson's One Nation","Transfer Count",0
"329","Barton",4,"SHRESTHA","Pramej","LP","Liberal Party of Australia, NSW Division","Preference Count",36489
"330","Barton",4,"SHRESTHA","Pramej","LP","Liberal Party of Australia, NSW Division","Transfer Count",2130
"331","Barton",4,"SUSILO","Sonny","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"332","Barton",4,"SUSILO","Sonny","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"333","Bennelong",0,"ALEXANDER","John Gilbert","LP","Liberal Party of Australia, NSW Division","Preference Count",48942
"334","Bennelong",0,"ALEXANDER","John Gilbert","LP","Liberal Party of Australia, NSW Division","Transfer Count",0
"335","Bennelong",0,"MARKS","Andrew Leonard Robert","UAPP","United Australia Party","Preference Count",1890
"336","Bennelong",0,"MARKS","Andrew Leonard Robert","UAPP","United Australia Party","Transfer Count",0
"337","Bennelong",0,"OWLER","Brian Kenneth","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",32769
"338","Bennelong",0,"OWLER","Brian Kenneth","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",0
"339","Bennelong",0,"WORSLEY","Julie Margaret","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",3588
"340","Bennelong",0,"WORSLEY","Julie Margaret","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"341","Bennelong",0,"ZHANG","Qiu Yue","GRN","The Greens NSW","Preference Count",9116
"342","Bennelong",0,"ZHANG","Qiu Yue","GRN","The Greens NSW","Transfer Count",0
"343","Bennelong",1,"ALEXANDER","John Gilbert","LP","Liberal Party of Australia, NSW Division","Preference Count",49771
"344","Bennelong",1,"ALEXANDER","John Gilbert","LP","Liberal Party of Australia, NSW Division","Transfer Count",829
"345","Bennelong",1,"MARKS","Andrew Leonard Robert","UAPP","United Australia Party","Preference Count",0
"346","Bennelong",1,"MARKS","Andrew Leonard Robert","UAPP","United Australia Party","Transfer Count",-1890
"347","Bennelong",1,"OWLER","Brian Kenneth","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",33181
"348","Bennelong",1,"OWLER","Brian Kenneth","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",412
"349","Bennelong",1,"WORSLEY","Julie Margaret","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",3990
"350","Bennelong",1,"WORSLEY","Julie Margaret","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",402
"351","Bennelong",1,"ZHANG","Qiu Yue","GRN","The Greens NSW","Preference Count",9363
"352","Bennelong",1,"ZHANG","Qiu Yue","GRN","The Greens NSW","Transfer Count",247
"353","Bennelong",2,"ALEXANDER","John Gilbert","LP","Liberal Party of Australia, NSW Division","Preference Count",52646
"354","Bennelong",2,"ALEXANDER","John Gilbert","LP","Liberal Party of Australia, NSW Division","Transfer Count",2875
"355","Bennelong",2,"MARKS","Andrew Leonard Robert","UAPP","United Australia Party","Preference Count",0
"356","Bennelong",2,"MARKS","Andrew Leonard Robert","UAPP","United Australia Party","Transfer Count",0
"357","Bennelong",2,"OWLER","Brian Kenneth","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",33785
"358","Bennelong",2,"OWLER","Brian Kenneth","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",604
"359","Bennelong",2,"WORSLEY","Julie Margaret","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"360","Bennelong",2,"WORSLEY","Julie Margaret","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",-3990
"361","Bennelong",2,"ZHANG","Qiu Yue","GRN","The Greens NSW","Preference Count",9874
"362","Bennelong",2,"ZHANG","Qiu Yue","GRN","The Greens NSW","Transfer Count",511
"363","Bennelong",3,"ALEXANDER","John Gilbert","LP","Liberal Party of Australia, NSW Division","Preference Count",54809
"364","Bennelong",3,"ALEXANDER","John Gilbert","LP","Liberal Party of Australia, NSW Division","Transfer Count",2163
"365","Bennelong",3,"MARKS","Andrew Leonard Robert","UAPP","United Australia Party","Preference Count",0
"366","Bennelong",3,"MARKS","Andrew Leonard Robert","UAPP","United Australia Party","Transfer Count",0
"367","Bennelong",3,"OWLER","Brian Kenneth","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",41496
"368","Bennelong",3,"OWLER","Brian Kenneth","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",7711
"369","Bennelong",3,"WORSLEY","Julie Margaret","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",0
"370","Bennelong",3,"WORSLEY","Julie Margaret","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"371","Bennelong",3,"ZHANG","Qiu Yue","GRN","The Greens NSW","Preference Count",0
"372","Bennelong",3,"ZHANG","Qiu Yue","GRN","The Greens NSW","Transfer Count",-9874
"373","Berowra",0,"CLARKE","Brendan Michael","FUT","Science Party","Preference Count",1465
"374","Berowra",0,"CLARKE","Brendan Michael","FUT","Science Party","Transfer Count",0
"375","Berowra",0,"GALLAGHER","Michael Patrick","IND","Independent","Preference Count",2104
"376","Berowra",0,"GALLAGHER","Michael Patrick","IND","Independent","Transfer Count",0
"377","Berowra",0,"GOMPERTZ","Katie","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",19821
"378","Berowra",0,"GOMPERTZ","Katie","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",0
"379","Berowra",0,"LEESER","Julian Martin","LP","Liberal Party of Australia, NSW Division","Preference Count",53741
"380","Berowra",0,"LEESER","Julian Martin","LP","Liberal Party of Australia, NSW Division","Transfer Count",0
"381","Berowra",0,"McLACHLAN","Craig Steven","UAPP","United Australia Party","Preference Count",1576
"382","Berowra",0,"McLACHLAN","Craig Steven","UAPP","United Australia Party","Transfer Count",0
"383","Berowra",0,"TAN","Monica","GRN","The Greens NSW","Preference Count",11157
"384","Berowra",0,"TAN","Monica","GRN","The Greens NSW","Transfer Count",0
"385","Berowra",0,"TAYLOR","Simon Alan","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",2163
"386","Berowra",0,"TAYLOR","Simon Alan","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",0
"387","Berowra",0,"THOMAS","Justin Winston","SPP","#Sustainable Australia","Preference Count",1425
"388","Berowra",0,"THOMAS","Justin Winston","SPP","#Sustainable Australia","Transfer Count",0
"389","Berowra",0,"WOODWARD","Roger Charles","IND","Independent","Preference Count",495
"390","Berowra",0,"WOODWARD","Roger Charles","IND","Independent","Transfer Count",0
"391","Berowra",1,"CLARKE","Brendan Michael","FUT","Science Party","Preference Count",1487
"392","Berowra",1,"CLARKE","Brendan Michael","FUT","Science Party","Transfer Count",22
"393","Berowra",1,"GALLAGHER","Michael Patrick","IND","Independent","Preference Count",2411
"394","Berowra",1,"GALLAGHER","Michael Patrick","IND","Independent","Transfer Count",307
"395","Berowra",1,"GOMPERTZ","Katie","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",19849
"396","Berowra",1,"GOMPERTZ","Katie","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",28
"397","Berowra",1,"LEESER","Julian Martin","LP","Liberal Party of Australia, NSW Division","Preference Count",53786
"398","Berowra",1,"LEESER","Julian Martin","LP","Liberal Party of Australia, NSW Division","Transfer Count",45
"399","Berowra",1,"McLACHLAN","Craig Steven","UAPP","United Australia Party","Preference Count",1593
"400","Berowra",1,"McLACHLAN","Craig Steven","UAPP","United Australia Party","Transfer Count",17
"401","Berowra",1,"TAN","Monica","GRN","The Greens NSW","Preference Count",11189
"402","Berowra",1,"TAN","Monica","GRN","The Greens NSW","Transfer Count",32
"403","Berowra",1,"TAYLOR","Simon Alan","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",2179
"404","Berowra",1,"TAYLOR","Simon Alan","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",16
"405","Berowra",1,"THOMAS","Justin Winston","SPP","#Sustainable Australia","Preference Count",1453
"406","Berowra",1,"THOMAS","Justin Winston","SPP","#Sustainable Australia","Transfer Count",28
"407","Berowra",1,"WOODWARD","Roger Charles","IND","Independent","Preference Count",0
"408","Berowra",1,"WOODWARD","Roger Charles","IND","Independent","Transfer Count",-495
"409","Berowra",2,"CLARKE","Brendan Michael","FUT","Science Party","Preference Count",1722
"410","Berowra",2,"CLARKE","Brendan Michael","FUT","Science Party","Transfer Count",235
"411","Berowra",2,"GALLAGHER","Michael Patrick","IND","Independent","Preference Count",2674
"412","Berowra",2,"GALLAGHER","Michael Patrick","IND","Independent","Transfer Count",263
"413","Berowra",2,"GOMPERTZ","Katie","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",20073
"414","Berowra",2,"GOMPERTZ","Katie","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",224
"415","Berowra",2,"LEESER","Julian Martin","LP","Liberal Party of Australia, NSW Division","Preference Count",54017
"416","Berowra",2,"LEESER","Julian Martin","LP","Liberal Party of Australia, NSW Division","Transfer Count",231
"417","Berowra",2,"McLACHLAN","Craig Steven","UAPP","United Australia Party","Preference Count",1688
"418","Berowra",2,"McLACHLAN","Craig Steven","UAPP","United Australia Party","Transfer Count",95
"419","Berowra",2,"TAN","Monica","GRN","The Greens NSW","Preference Count",11524
"420","Berowra",2,"TAN","Monica","GRN","The Greens NSW","Transfer Count",335
"421","Berowra",2,"TAYLOR","Simon Alan","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",2249
"422","Berowra",2,"TAYLOR","Simon Alan","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",70
"423","Berowra",2,"THOMAS","Justin Winston","SPP","#Sustainable Australia","Preference Count",0
"424","Berowra",2,"THOMAS","Justin Winston","SPP","#Sustainable Australia","Transfer Count",-1453
"425","Berowra",2,"WOODWARD","Roger Charles","IND","Independent","Preference Count",0
"426","Berowra",2,"WOODWARD","Roger Charles","IND","Independent","Transfer Count",0
"427","Berowra",3,"CLARKE","Brendan Michael","FUT","Science Party","Preference Count",1880
"428","Berowra",3,"CLARKE","Brendan Michael","FUT","Science Party","Transfer Count",158
"429","Berowra",3,"GALLAGHER","Michael Patrick","IND","Independent","Preference Count",2930
"430","Berowra",3,"GALLAGHER","Michael Patrick","IND","Independent","Transfer Count",256
"431","Berowra",3,"GOMPERTZ","Katie","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",20186
"432","Berowra",3,"GOMPERTZ","Katie","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",113
"433","Berowra",3,"LEESER","Julian Martin","LP","Liberal Party of Australia, NSW Division","Preference Count",54830
"434","Berowra",3,"LEESER","Julian Martin","LP","Liberal Party of Australia, NSW Division","Transfer Count",813
"435","Berowra",3,"McLACHLAN","Craig Steven","UAPP","United Australia Party","Preference Count",0
"436","Berowra",3,"McLACHLAN","Craig Steven","UAPP","United Australia Party","Transfer Count",-1688
"437","Berowra",3,"TAN","Monica","GRN","The Greens NSW","Preference Count",11661
"438","Berowra",3,"TAN","Monica","GRN","The Greens NSW","Transfer Count",137
"439","Berowra",3,"TAYLOR","Simon Alan","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",2460
"440","Berowra",3,"TAYLOR","Simon Alan","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",211
"441","Berowra",3,"THOMAS","Justin Winston","SPP","#Sustainable Australia","Preference Count",0
"442","Berowra",3,"THOMAS","Justin Winston","SPP","#Sustainable Australia","Transfer Count",0
"443","Berowra",3,"WOODWARD","Roger Charles","IND","Independent","Preference Count",0
"444","Berowra",3,"WOODWARD","Roger Charles","IND","Independent","Transfer Count",0
"445","Berowra",4,"CLARKE","Brendan Michael","FUT","Science Party","Preference Count",0
"446","Berowra",4,"CLARKE","Brendan Michael","FUT","Science Party","Transfer Count",-1880
"447","Berowra",4,"GALLAGHER","Michael Patrick","IND","Independent","Preference Count",3278
"448","Berowra",4,"GALLAGHER","Michael Patrick","IND","Independent","Transfer Count",348
"449","Berowra",4,"GOMPERTZ","Katie","ALP","Australian Labor Party (N.S.W. Branch)","Preference Count",20549
"450","Berowra",4,"GOMPERTZ","Katie","ALP","Australian Labor Party (N.S.W. Branch)","Transfer Count",363
"451","Berowra",4,"LEESER","Julian Martin","LP","Liberal Party of Australia, NSW Division","Preference Count",55130
"452","Berowra",4,"LEESER","Julian Martin","LP","Liberal Party of Australia, NSW Division","Transfer Count",300
"453","Berowra",4,"McLACHLAN","Craig Steven","UAPP","United Australia Party","Preference Count",0
"454","Berowra",4,"McLACHLAN","Craig Steven","UAPP","United Australia Party","Transfer Count",0
"455","Berowra",4,"TAN","Monica","GRN","The Greens NSW","Preference Count",12418
"456","Berowra",4,"TAN","Monica","GRN","The Greens NSW","Transfer Count",757
"457","Berowra",4,"TAYLOR","Simon Alan","CDP","Christian Democratic Party (Fred Nile Group)","Preference Count",2572
"458","Berowra",4,"TAYLOR","Simon Alan","CDP","Christian Democratic Party (Fred Nile Group)","Transfer Count",112
"459","Berowra",4,"THOMAS","Justin Winston","SPP","#Sustainable Australia","Preference Count",0
